GeneID	TranscriptID	Length	D21_V_1	D21_IFN_1	D21_V_2	D21_IFN_2	D21_V_3	D21_IFN_3
TTTY17A	NR_001526	166	0	0	0	0	0	0
TTTY17C	NR_002179	166	0	0	0	0	0	0
TTTY17B	NR_002180	166	0	0	0	0	0	0
BPY2	NM_004678_dup1	1204	0	0	0	0	0	0
BPY2C	NM_001002761_dup1	1204	0	0	0	0	0	0
BPY2B	NM_001002760_dup1	1204	0	0	0	0	0	0
DAZ4	NM_020420_dup2	3372	0	0	0	0	0	0
DAZ1	NM_004081	4419	0	0	0	0	0	0
DAZ4	NM_001005375_dup1	3939	0	0	0	0	0	0
DAZ4	NM_020420_dup3	3372	0	0	0	0	0	0
DAZ3	NM_020364_dup2	3516	0	0	2	0	0	0
DAZ2	NM_020363	3853	0	0	0	0	0	0
DAZ2	NM_001005786_dup1	3277	0	0	0	0	0	0
DAZ2	NM_001005785_dup1	3781	0	0	0	0	0	0
TTTY3	NR_001524	344	0	0	0	0	0	0
TTTY3B	NR_002176	344	0	0	0	0	0	0
CDY1	NM_170723	2222	0	0	0	0	0	0
CDY1	NM_004680	2365	0	0	0	0	0	0
CDY1B	NM_001003895	2365	0	0	0	0	0	0
CDY1B	NM_001003894	2222	0	0	0	0	0	0
CSPG4P1Y	NR_001554	795	0	0	0	0	0	0
GOLGA2P2Y	NR_001555	1062	0	0	0	0	0	0
GOLGA2P3Y	NR_002195	1062	0	0	0	0	0	0
TTTY17A	NR_001526_dup1	166	0	0	0	0	0	0
TTTY17C	NR_002179_dup1	166	0	0	0	0	0	0
TTTY17B	NR_002180_dup1	166	0	0	0	0	0	0
BPY2	NM_004678_dup2	1204	0	0	0	0	0	0
BPY2C	NM_001002761_dup2	1204	0	0	0	0	0	0
TTTY4	NR_001525_dup1	1346	0	0	0	0	0	0
TTTY4C	NR_002177_dup1	1346	0	0	0	0	0	0
TTTY4B	NR_002178_dup1	1346	0	0	0	0	0	0
BPY2B	NM_001002760_dup2	1204	0	0	0	0	0	0
TTTY4	NR_001525_dup2	1346	0	0	0	1	0	0
TTTY4C	NR_002177_dup2	1346	0	0	0	1	0	0
TTTY4B	NR_002178_dup2	1346	0	0	0	1	0	0
TTTY17A	NR_001526_dup2	166	0	0	0	0	0	0
TTTY17C	NR_002179_dup2	166	0	0	0	0	0	0
TTTY17B	NR_002180_dup2	166	0	0	0	0	0	0
GOLGA2P2Y	NR_001555_dup1	1062	0	0	0	0	0	0
GOLGA2P3Y	NR_002195_dup1	1062	0	0	0	0	0	0
CSPG4P1Y	NR_001554_dup1	795	0	0	0	0	0	0
CDY1	NM_170723_dup1	2222	0	0	0	0	0	0
CDY1	NM_004680_dup1	2365	0	0	0	0	0	0
CDY1B	NM_001003895_dup1	2365	0	0	0	0	0	0
CDY1B	NM_001003894_dup1	2222	0	0	0	0	0	0
TTTY3	NR_001524_dup1	344	0	0	0	0	0	0
TTTY3B	NR_002176_dup1	344	0	0	0	0	0	0
CTNNA3	NM_013266	10696	2	3	4	0	5	1
CTNNA3	NM_001127384	10650	1	3	3	0	5	1
GPR158-AS1	NR_027333	2433	0	0	0	0	0	0
RSU1	NM_012425	3730	11219	17056	13051	10431	9924	11662
SGMS1	NM_147156	3716	7134	9339	7783	4380	5438	5635
RSU1	NM_152724	3641	9531	14586	11191	8665	8428	9936
BICC1	NM_001080512	5741	8	10	5	0	4	8
CPEB3	NM_014912	7781	191	376	257	181	145	230
BCCIP	NM_078469	2334	9513	14261	10664	6700	8273	9186
BCCIP	NM_016567	1433	8389	12562	9553	6201	7245	8111
LRMDA	NM_001305581	3662	1	2	0	2	0	0
BCCIP	NM_078468	1234	8727	13285	10197	5968	7525	8486
PITRM1-AS1	NR_038284	4076	88	134	98	84	59	78
PITRM1	NM_014889	3427	13384	20254	14675	11181	10078	11626
IDI1	NM_004508	2985	16148	27529	17417	12030	13244	17003
PITRM1	NR_144640	3701	13454	20414	14753	11275	10138	11688
PITRM1	NM_001347729	3897	12959	19533	14162	10687	9669	11180
PITRM1	NM_001347725	3229	11883	18223	13228	9999	8943	10362
PITRM1	NM_001242309	3185	11016	16824	12220	9075	8227	9530
PITRM1	NM_001242307	3490	13437	20323	14751	11247	10126	11675
IDI1	NR_134300	2973	13389	22759	14267	10137	10942	14023
IDI1	NM_001317956	3373	15799	26921	16926	11633	12852	16545
IDI1	NM_001317957	3200	13412	22815	14314	10119	10964	14089
IDI1	NM_001317955	3224	15270	26056	16326	11223	12378	15923
PITRM1	NM_001347726	3185	11163	17080	12400	9239	8342	9657
PITRM1	NM_001347727	3383	12664	19111	13847	10421	9477	10921
PITRM1	NM_001347728	3422	13100	19763	14329	10954	9833	11326
IDI1	NR_134301	2812	13575	23090	14585	10273	11141	14298
PITRM1	NM_001347730	3699	11458	17502	12715	9505	8534	9916
PITRM1	NR_144641	3660	13457	20400	14766	11296	10134	11691
PITRM1	NR_144638	3657	13427	20358	14717	11250	10113	11666
SFMBT2	NM_001018039	7922	7673	17264	9412	9025	6967	10919
SFMBT2	NM_001029880	8024	7679	17265	9417	9028	6969	10916
PITRM1	NR_144639	3704	13484	20456	14802	11321	10159	11713
CELF2	NM_001326321	9248	29843	46330	33575	23001	25798	29243
FAM107B	NM_001282695	3854	14340	22569	16215	9196	11555	13304
CELF2	NM_001326320	7960	26036	40205	29005	19606	22459	25515
CELF2	NM_001326323	8002	26044	40219	29018	19615	22467	25526
CELF2	NM_001326318	9224	29957	46480	33723	23137	25888	29361
CELF2	NM_001326319	9316	30353	47103	34184	23579	26278	29768
CELF2	NM_001326317	9206	29835	46316	33562	22992	25790	29233
FAM107B	NM_031453	3788	14172	22302	15998	9057	11391	13121
USP6NL	NM_014688	11273	2631	5110	3475	2685	2155	2898
CAMK1D	NM_020397	2085	2359	3366	2852	1661	1868	2003
CAMK1D	NM_153498	8088	8692	12864	11217	6873	7004	7341
CAMK1D	NM_001351032	2224	1819	2590	2215	1323	1454	1504
NEBL	NM_213569	6940	0	1	2	0	0	5
KIAA1217	NM_001098500	6142	121	130	157	69	71	57
MRC1	NM_002438	5188	3	1	0	0	0	0
NEBL	NM_001173484	6842	0	1	2	0	0	5
PLXDC2	NM_001282736	12127	8	3	9	15	0	4
PLXDC2	NM_032812	12274	10	6	9	15	0	4
ZEB1	NM_001174095	5733	8974	14318	11284	5950	7961	9173
ZEB1	NM_001323665	6332	9302	14778	11623	6171	8244	9443
ZEB1	NM_001323673	6192	9304	14779	11620	6175	8243	9444
ZEB1	NM_001323672	6247	9476	15049	11807	6328	8415	9604
ZEB1	NM_001323671	6195	9475	15043	11801	6328	8410	9601
ZEB1	NM_001323663	6430	9303	14785	11630	6178	8249	9447
ZEB1	NM_001323654	6123	9451	15046	11816	6362	8440	9640
ARMC4P1	NR_138082	7450	1	3	9	0	6	1
CCDC7	NM_001026383	1896	117	165	105	77	97	98
CCDC7	NM_001321115	5060	166	233	140	96	139	146
CCDC7	NM_145023	2130	139	189	121	96	113	111
ZEB1	NM_001323658	6139	8888	14160	11164	5876	7860	9064
ZEB1	NM_001323657	6300	9462	15014	11789	6332	8410	9600
ZEB1	NM_001323656	6297	9291	14750	11609	6181	8243	9445
ZEB1	NM_001323655	6233	9464	15065	11826	6362	8460	9650
ZEB1	NM_001323661	6148	9483	15078	11809	6324	8413	9612
ZEB1	NM_001323660	6002	9290	14773	11604	6158	8235	9445
ZEB1	NM_001323659	6005	9461	15038	11784	6309	8402	9600
ZEB1	NM_001323653	6236	9652	15358	12024	6538	8645	9828
ZEB1	NM_001323652	6129	9452	15050	11819	6355	8445	9642
ZEB1	NM_001323662	6491	9481	15060	11817	6324	8426	9615
ZEB1	NM_001323664	6414	9482	15056	11812	6324	8419	9610
ZEB1	NM_001174093	5874	9190	14661	11526	6142	8179	9384
ZEB1	NM_001323642	6475	9489	15086	11825	6337	8436	9628
ZEB1	NM_001323643	6366	9468	15045	11804	6322	8417	9618
ZEB1	NM_001323666	6272	9082	14464	11387	6005	8020	9226
CCDC7	NR_109826	1820	112	152	97	77	90	98
ZEB1	NM_001323649	6080	9639	15337	12011	6531	8625	9816
ZEB1	NM_001323650	6312	9473	15077	11835	6368	8468	9659
ZEB1	NM_001323648	6017	9213	14705	11554	6163	8195	9405
ZEB1	NM_001128128	6268	9452	15004	11781	6318	8402	9589
ZEB1	NM_001174096	5991	9617	15300	11986	6508	8609	9800
ZEB1	NM_001323677	6049	9282	14740	11597	6162	8232	9434
ZEB1	NM_001323676	6052	9453	15004	11777	6313	8399	9589
ZEB1	NM_001323675	5827	8778	13990	11002	5780	7741	8916
ZEB1	NM_001323674	5712	8903	14221	11164	5926	7911	9082
ZEB1	NM_001174094	6189	9280	14739	11600	6158	8233	9433
ZEB1	NM_001323678	5967	8776	13989	11005	5776	7742	8915
ZEB1	NM_001323647	6077	9451	15044	11813	6355	8440	9638
ZEB1	NM_001323646	6554	9498	15100	11834	6340	8444	9639
ZEB1	NM_001323645	6316	9310	14803	11631	6184	8254	9460
ZEB1	NM_001323644	5972	8981	14341	11293	5959	7970	9187
ZEB1	NM_030751	5934	9423	14998	11783	6334	8423	9617
ZEB1	NM_001323651	5980	9423	15000	11786	6341	8423	9619
ZEB1	NM_001323641	6173	9288	14764	11608	6171	8243	9450
ZEB1	NM_001323638	6706	9507	15106	11841	6346	8446	9638
CCDC7	NR_109827	4251	216	295	239	135	187	167
PARD3	NM_001184785	5971	291	525	387	241	182	297
PARD3	NM_001184786	5962	285	503	373	237	172	290
PARD3	NM_001184792	3518	269	494	351	205	163	274
PARD3	NM_001184793	3394	238	458	323	186	156	261
PARD3	NM_001184788	5842	254	468	348	218	165	277
PARD3	NM_019619	5980	292	529	389	241	183	298
PARD3	NM_001184794	3358	231	432	309	181	146	252
PARD3	NM_001184790	5740	240	442	329	200	152	262
PARD3	NM_001184787	5869	290	518	383	235	178	289
PARD3	NM_001184791	5644	248	421	322	198	146	250
PARD3	NM_001184789	5731	252	457	342	212	160	268
FRMPD2	NM_001318191	4665	129	196	189	91	97	110
FRMPD2	NM_001018071	4818	149	210	212	106	121	126
PCDH15	NM_001354420	9171	0	1	0	0	1	0
LOC105378311	NR_134503	2300	0	0	0	0	0	0
PCDH15	NM_001142767	6901	0	0	0	0	0	0
PRKG1	NM_006258	6615	3	2	3	0	1	0
PCDH15	NM_001142765	6755	0	0	0	0	0	0
PCDH15	NM_001142769	6330	0	1	0	0	0	1
PCDH15	NM_033056	6962	0	0	0	0	0	0
PCDH15	NM_001354404	6922	0	0	0	0	0	0
PCDH15	NM_001354429	9300	0	1	0	0	1	0
PCDH15	NM_001142768	6902	0	0	0	0	0	0
PCDH15	NM_001142764	6968	0	0	0	0	0	0
PCDH15	NM_001142763	6983	0	0	0	0	0	0
PRKG1	NM_001098512	6957	3	2	2	0	0	0
PCDH15	NM_001142766	6953	0	0	0	0	0	0
PCDH15	NM_001142771	9192	0	1	0	0	1	0
PCDH15	NM_001142772	9177	0	1	0	0	1	0
PCDH15	NM_001142773	6893	0	0	0	0	0	0
PCDH15	NM_001354430	4280	0	0	0	0	0	0
PCDH15	NM_001142770	6365	0	1	0	0	0	1
PCDH15	NM_001354411	6309	0	1	0	0	0	1
SUPV3L1	NM_001301683	2612	6083	9331	7109	5084	5132	5666
MYPN	NM_032578	5816	1	2	5	5	2	2
ANXA7	NM_001320880	2454	16161	25023	18316	12975	12736	15666
NPFFR1	NM_022146	9249	2	6	3	4	1	0
ADK	NM_006721	1992	6578	10121	7713	4427	4969	5894
SUPV3L1	NM_001323585	2685	6085	9336	7113	5084	5132	5666
DNAJB12	NM_017626	2963	7507	11845	8840	7159	6329	6949
DNAJB12	NM_001365081	2957	7037	11127	8325	6732	5899	6521
DNAJB12	NM_001365080	2909	6693	10535	7911	6392	5580	6210
DNAJB12	NM_001002762	4125	8233	12912	9647	7771	6941	7588
ADK	NM_001202450	1870	4951	7645	5846	3527	3726	4378
ADK	NM_001202449	2226	6040	9241	7031	4062	4560	5385
MYPN	NM_001256268	6120	2	2	5	5	2	2
SUPV3L1	NM_001323587	2399	5417	8350	6365	4448	4561	5075
SUPV3L1	NM_001323588	2447	5417	8352	6366	4448	4561	5075
MYPN	NM_001256267	5711	1	2	5	5	2	2
MYPN	NR_045662	5061	1	2	5	5	2	2
ADK	NM_001123	2280	6884	10485	8035	4640	5183	6057
ANXA7	NM_001320879	2388	16146	25004	18307	12958	12726	15653
MYPN	NR_045663	5598	0	1	3	5	2	2
ANXA7	NM_001156	2443	18323	28409	20786	15228	14584	17994
SUPV3L1	NR_136627	2536	5704	8711	6647	4841	4831	5320
SUPV3L1	NR_136626	2401	5678	8666	6620	4834	4814	5297
DNAJB12	NR_157570	3140	7589	12006	8917	7233	6399	7031
SUPV3L1	NM_003171	2477	6057	9286	7082	5077	5115	5643
ANXA7	NM_004034	2509	18338	28428	20795	15245	14594	18007
SUPV3L1	NM_001323584	2525	6057	9288	7083	5077	5115	5643
SUPV3L1	NM_001323586	2550	6059	9291	7086	5077	5115	5643
ADK	NM_001369123	1877	4480	6920	5267	2718	3339	4005
ADK	NM_001369124	1822	5152	7883	6054	3692	3860	4464
KCNMA1	NM_001014797	11980	422	633	535	504	419	481
KCNMA1	NM_001322829	11974	421	633	533	504	419	480
LRMDA	NR_131178	1123	0	2	0	2	0	0
LRMDA	NM_032024	900	0	2	0	2	0	0
NUTM2B-AS1	NR_120613	1313	535	768	673	540	439	477
KCNMA1	NM_001271518	11818	387	604	509	476	391	456
KCNMA1	NM_002247	6086	616	945	774	619	561	669
KCNMA1	NM_001161352	6260	616	951	778	619	561	670
NRG3	NM_001165973	3348	1	3	0	7	0	1
NRG3	NM_001165972	3689	1	3	0	7	0	1
KCNMA1	NM_001322837	6179	616	945	774	619	561	670
KCNMA1	NM_001322832	11965	421	633	533	504	419	480
KCNMA1	NM_001322835	12058	421	633	533	504	419	481
KCNMA1	NM_001322830	12070	422	633	535	504	419	481
KCNMA1	NM_001161353	6209	616	945	774	619	561	669
KCNMA1	NM_001322836	6095	616	945	774	619	561	669
KCNMA1	NM_001271519	6176	616	945	774	619	561	669
NRG3	NM_001010848	3811	1	3	0	7	0	1
NRG3	NM_001370082	3989	1	3	0	7	0	1
NRG3	NM_001370081	3811	1	3	0	7	0	1
NRG3	NM_001370084	3883	1	3	0	7	0	1
NRG3	NR_163251	4012	1	3	0	7	0	1
NRG3	NR_163252	3250	1	3	0	7	0	1
NRG3	NR_163253	3739	1	3	0	7	0	1
PCGF5	NM_032373	7149	8137	12377	10369	3662	6655	8105
PCGF5	NR_046435	989	2322	3487	3016	2099	2038	2241
PCGF5	NM_001257101	7039	7997	12201	10124	3446	6519	7949
PCGF5	NM_001256549	7146	7866	11989	9985	3343	6377	7827
PCGF5	NR_046310	1154	2469	3683	3290	2333	2205	2421
GRID1	NM_017551	6153	5	13	42	21	4	0
SORBS1	NM_024991	5815	156	197	234	92	92	69
HPSE2	NM_001166244	4175	27	33	30	24	46	44
HPSE2	NM_001166245	4013	22	28	28	22	42	37
SORBS1	NM_001034954	7210	155	200	232	90	91	68
TLL2	NM_012465	6769	124	199	175	134	112	115
SORBS1	NM_001290297	5767	155	196	230	90	91	67
SORBS1	NM_015385	5920	145	192	217	79	88	64
MYOF	NM_133337	6821	188	333	184	218	143	190
SORBS1	NM_001290296	6346	155	200	226	87	87	65
SLC25A28	NM_031212	1525	3046	6513	3588	3995	2585	3898
HPSE2	NM_001166246	4419	28	33	31	27	46	44
HPSE2	NM_021828	4349	28	33	31	27	46	44
MYOF	NM_013451	6860	189	341	187	218	146	191
SORBS1	NM_006434	5386	144	187	209	74	83	59
UBTD1	NM_024954	1647	306	315	285	177	214	225
SORBS1	NM_001290294	7270	156	201	236	92	92	70
SORBS1	NM_001290295	5719	156	197	234	92	92	69
SORBS1	NM_001290298	5872	155	196	227	87	87	66
SORBS1	NM_001034957	5554	155	196	226	87	87	64
SORBS1	NM_001034956	6049	155	196	231	90	91	67
SORBS1	NM_001034955	6787	155	200	230	90	91	67
LINC01435	NR_125760	721	0	0	0	0	0	0
SORCS1	NM_052918	7444	2	0	3	0	2	0
SORCS1	NM_001206572	7605	2	0	3	0	2	0
SORCS1	NM_001013031	7335	2	0	3	0	2	0
SORCS3	NM_014978	5575	182	230	169	137	62	82
SH3PXD2A	NM_014631	11247	8999	11751	11343	6952	7918	7478
SORCS1	NM_001206570	7174	2	0	3	0	2	0
SORCS1	NM_001206571	4257	2	0	2	0	1	0
SORCS1	NM_001206569	5613	2	0	2	0	1	0
WBP1L	NM_001083913	4126	6010	9026	7166	4670	4848	5283
ADD3	NM_019903	4206	4622	6814	5799	2457	3701	3989
ADD3	NM_016824	4413	5247	7749	6649	3064	4289	4571
ATRNL1	NM_207303	8745	608	712	748	303	433	378
ADD3	NM_001320593	4298	4993	7339	6238	2807	3982	4301
ADD3	NM_001320592	4302	4993	7339	6238	2807	3982	4301
ADD3	NM_001320594	4467	5249	7751	6653	3072	4290	4572
ADD3	NM_001121	4317	4876	7224	6210	2714	4008	4259
ADD3	NM_001320591	4359	4993	7338	6238	2812	3982	4301
PLPP4	NM_001318169	1079	2	0	2	0	0	1
PLPP4	NM_001318168	1250	2	1	5	0	2	1
PLPP4	NM_001318167	1341	2	1	5	0	2	1
EEF1AKMT2	NM_212554	3599	1651	2504	1845	1005	1280	1529
PLPP4	NM_001030059	1530	4	1	5	0	3	1
PLPP4	NM_001318166	1405	2	1	5	0	2	1
PLPP4	NR_134516	1042	2	1	5	0	2	1
EEF1AKMT2	NM_001304467	3603	1681	2555	1880	1015	1307	1558
EEF1AKMT2	NM_001304468	3344	1409	2136	1587	788	1111	1295
RGS10	NM_001005339	922	12609	16319	14395	9133	10490	11129
JAKMIP3	NM_001323090	6393	2	5	2	0	1	4
JAKMIP3	NM_001105521	6790	2	5	2	0	1	4
KNDC1	NM_152643	7021	2	1	0	5	0	0
PTPRE	NM_001323355	5266	1929	2212	2151	1382	1569	1486
JAKMIP3	NM_001323088	6393	1	5	2	0	1	4
PTPRE	NM_001323356	5260	1918	2205	2145	1374	1564	1483
JAKMIP3	NM_001323089	6171	1	5	2	0	1	4
PTPRE	NM_006504	5289	1929	2212	2151	1382	1569	1486
JAKMIP3	NM_001323087	6399	2	5	2	0	1	4
JAKMIP3	NM_001323086	6368	2	5	2	0	1	4
PTPRE	NM_001316676	5460	1929	2212	2151	1382	1569	1486
KNDC1	NM_001347864	2917	2	1	0	0	0	1
KNDC1	NM_001347865	2615	3	0	0	0	1	0
KNDC1	NM_001347866	2188	2	0	0	0	1	0
PRR26	NM_001355387	2967	0	1	0	0	0	0
DIP2C	NM_014974	7885	257	394	412	324	391	317
LARP4B	NM_015155	8546	19465	33210	23272	16855	15919	20060
LARP4B	NM_001351277	8651	19806	33851	23725	17306	16221	20441
ZMYND11	NM_001370103	3915	4356	7019	5602	3202	3877	4365
ADARB2	NM_018702	8475	536	764	521	404	576	611
LINC02645	NR_136146	851	0	0	1	0	0	0
LOC105376360	NR_131187	2238	1	0	0	0	0	0
LOC101927964	NR_120632	2287	1	1	1	0	0	0
AKR1C1	NM_001353	6542	2	4	3	0	0	5
PFKFB3	NM_001282630	4338	3649	4919	5644	3119	3394	3143
FBH1	NM_001258452	3667	10922	17474	12147	9937	8368	9932
FBH1	NM_001258453	3688	11272	18102	12542	10364	8666	10264
FBH1	NM_032807	3704	10936	17509	12187	10029	8402	9963
GDI2	NM_001115156	2277	45830	76146	51524	37912	38861	47157
PFKFB3	NM_001145443	4170	3760	5166	5796	3250	3542	3281
PFKFB3	NM_001323016	4193	3766	5177	5800	3261	3545	3286
PFKFB3	NR_136554	3920	3171	4307	4866	2657	2925	2723
GDI2	NM_001494	2297	52533	87005	58928	44578	44590	54152
IL2RA	NM_001308242	2999	234	378	320	277	203	278
IL2RA	NM_001308243	2927	227	354	309	266	199	265
FBH1	NM_178150	3590	11225	18017	12509	10321	8633	10209
IL2RA	NM_000417	3216	282	486	402	356	260	340
UCN3	NM_053049	1243	0	0	0	0	0	0
PRKCQ	NM_001323266	3184	2	6	1	3	0	0
PRKCQ	NM_001323267	2376	1	3	1	3	1	0
PRKCQ	NM_001242413	3096	2	6	0	4	1	0
PRKCQ	NM_001282645	3224	2	6	1	3	0	0
LINC00707	NR_038291	3070	0	0	0	0	1	0
PRKCQ	NM_001323265	3340	3	6	1	5	2	0
PRKCQ	NM_006257	3247	2	6	1	5	1	0
PRKCQ	NM_001282644	3245	2	6	1	5	1	0
ITIH5	NM_030569	6716	29	31	49	13	50	42
TAF3	NM_031923	4875	3673	5967	4421	3331	2986	3379
ITIH5	NM_032817	6083	26	23	40	13	41	38
ITIH2	NM_002216	3146	1	3	0	0	0	0
ITIH5	NM_001001851	3132	11	17	17	3	23	25
LINC02676	NR_131944	366	0	0	0	0	0	0
CELF2	NM_006561	7988	26040	40213	29010	19614	22460	25526
CELF2	NM_001083591	8036	26804	41344	29937	20473	23244	26218
CELF2	NM_001025077	9223	29835	46316	33562	22992	25790	29233
CELF2	NM_001326331	7883	26036	40205	29005	19606	22459	25515
CELF2	NM_001326332	7865	25914	40041	28844	19461	22361	25387
CELF2	NM_001326325	7931	25914	40041	28844	19461	22361	25387
CELF2	NM_001326324	7855	26036	40205	29005	19606	22459	25515
CELF2	NM_001326349	4331	17106	26359	19561	14293	14776	16687
CELF2	NM_001326348	2955	13064	19920	14682	10617	11249	12714
CELF2	NM_001326347	2969	13443	20512	15125	11036	11625	13096
CELF2	NM_001326346	2792	9441	14571	10726	7021	7962	9151
CELF2	NM_001326345	2645	12652	19321	14156	10150	10802	12368
CELF2	NM_001326344	2549	12530	19157	13995	10005	10704	12240
CELF2	NM_001326343	9458	30358	47114	34193	23587	26280	29780
CELF2	NM_001326340	9440	30222	46919	34012	23423	26168	29628
CELF2	NM_001326341	8028	25919	40052	28853	19469	22363	25399
CELF2	NM_001326342	9404	29962	46491	33732	23145	25890	29373
CELF2	NM_001326338	9269	27749	43065	31240	20848	23861	27154
CELF2	NM_001326339	9287	27871	43229	31401	20993	23959	27282
CELF2	NM_001326335	7877	26288	40619	29271	19872	22728	25760
CELF2	NM_001326334	9426	29957	46480	33723	23137	25888	29361
CELF2	NM_001326333	9161	28419	44340	32060	21654	24530	27851
CELF2	NM_001326336	9295	30353	47103	34184	23579	26278	29768
CELF2	NM_001326337	7697	23862	37062	26608	17592	20658	23491
CELF2	NM_001326330	9463	29957	46480	33723	23137	25888	29361
CELF2	NM_001326329	9445	29835	46316	33562	22992	25790	29233
CELF2	NM_001326328	7977	26036	40205	29005	19606	22459	25515
CELF2	NM_001326326	7865	25914	40041	28844	19461	22361	25387
CELF2	NM_001326327	7883	26036	40205	29005	19606	22459	25515
CELF2	NM_001025076	8042	26552	40930	29671	20207	22975	25973
NUDT5	NM_014142	3195	11117	16080	12527	9025	9016	10302
UPF2	NM_015542	5168	13544	21226	17267	11018	11499	13144
UPF2	NM_080599	5370	13290	20925	16984	10768	11264	12856
NUDT5	NM_001321647	3441	10670	14930	11565	8015	8290	9470
NUDT5	NM_001321648	3545	11585	16739	12986	9372	9344	10721
BEND7	NM_152751	2392	0	0	3	0	1	2
BEND7	NM_001100912	1907	0	0	4	0	1	3
OPTN	NM_021980	3376	5807	9337	8144	5348	4767	6084
CCDC3	NM_031455	2747	0	3	0	13	0	0
CCDC3	NM_001282658	3519	1	3	10	20	2	3
BEND7	NM_001369863	2378	0	0	4	0	1	3
OPTN	NM_001008211	3597	6016	9649	8416	5540	4915	6313
OPTN	NM_001008212	3478	5839	9335	8186	5253	4753	6067
OPTN	NM_001008213	3582	5992	9616	8379	5516	4895	6276
BEND7	NM_001370075	1893	0	0	4	0	1	3
FRMD4A	NM_001318337	6648	17703	22564	21085	13072	16736	15968
FRMD4A	NR_134578	1410	3	5	2	0	5	0
FRMD4A	NM_018027	6861	17696	22563	21082	13072	16735	15962
FAM107B	NM_001320738	3316	14342	22582	16218	9209	11561	13314
FAM107B	NM_001320737	3350	14340	22569	16215	9196	11555	13304
FRMD4A	NM_001318336	6898	17896	22852	21310	13378	16915	16156
FAM107B	NM_001282701	3161	14172	22302	15998	9057	11391	13121
FAM107B	NM_001282702	3227	14340	22569	16215	9196	11555	13304
FAM107B	NM_001320736	3366	14175	22305	16009	9061	11398	13132
FAM107B	NM_001282700	3232	14174	22306	15998	9059	11391	13121
FAM107B	NM_001320735	3298	14342	22573	16220	9198	11555	13304
FAM107B	NM_001282696	3313	14811	23314	16756	9593	11978	13744
FAM107B	NM_001282697	3247	14502	22822	16356	9304	11683	13419
FAM107B	NM_001282698	3388	14341	22569	16218	9196	11557	13304
FAM107B	NM_001282703	3284	14172	22302	15998	9057	11391	13121
FAM107B	NM_001282699	3512	14173	22305	16002	9057	11393	13122
ACBD7-DCLRE1CP1	NR_144471	997	6	14	17	17	7	6
DCLRE1C	NR_146962	6363	3929	5865	4943	2222	3304	3480
DCLRE1C	NR_146961	6054	3864	5755	4800	2157	3245	3381
DCLRE1C	NR_146960	3898	1575	2312	1925	1132	1232	1363
DCLRE1C	NM_001350967	3907	1728	2528	2113	1230	1414	1507
DCLRE1C	NM_022487	5904	3773	5615	4718	2068	3150	3316
ITGA8	NM_003638	6547	16	23	7	4	4	17
FAM171A1	NM_001010924	4180	109	128	90	52	65	84
DCLRE1C	NM_001289076	5819	3672	5462	4629	1959	3069	3241
DCLRE1C	NM_001033855	5960	3888	5777	4888	2182	3261	3437
DCLRE1C	NM_001289079	6413	3943	5848	4957	2224	3330	3488
OLAH	NM_001039702	1629	5	15	7	0	9	5
OLAH	NM_018324	1788	5	15	7	0	9	5
ITGA8	NM_001291494	6920	16	21	6	4	3	17
DCLRE1C	NR_110297	6313	4014	5911	5002	2282	3371	3527
DCLRE1C	NM_001033857	6045	3965	5879	4953	2238	3337	3489
DCLRE1C	NM_001350966	3714	1414	2087	1772	967	1122	1239
DCLRE1C	NM_001350965	3822	1651	2426	2048	1174	1338	1455
DCLRE1C	NM_001289077	6091	3911	5814	4919	2185	3287	3455
DCLRE1C	NM_001289078	5852	3651	5438	4612	1975	3045	3221
DCLRE1C	NM_001033858	6367	4005	5917	4991	2280	3383	3522
MINDY3	NM_001318330	2343	1427	2180	1706	662	1172	1407
MINDY3	NM_024948	2364	1514	2292	1820	733	1266	1496
C1QL3	NM_001010908	2375	6	21	24	15	6	9
TRDMT1	NM_001351220	2887	183	257	252	88	119	148
TRDMT1	NM_001351222	3096	177	242	244	83	105	135
TRDMT1	NM_001351223	2933	173	238	238	83	105	132
ST8SIA6	NR_144322	6881	0	2	6	3	3	0
ST8SIA6	NM_001345961	7063	0	2	6	3	3	0
STAM	NM_001324282	3758	2608	3566	2909	1975	2186	2301
STAM	NM_001324287	3682	2589	3512	2878	1957	2165	2269
STAM	NM_001324289	3912	2478	3417	2875	1872	2146	2204
TRDMT1	NM_001321007	13148	380	594	529	214	335	311
STAM	NM_001324285	3966	2705	3709	3081	2026	2308	2417
STAM	NM_003473	3854	2705	3707	3075	2026	2307	2417
TRDMT1	NM_001351219	12897	366	563	496	209	320	289
TRDMT1	NM_001351221	12759	324	523	457	185	294	272
STAM	NM_001324288	3997	2707	3715	3076	2026	2310	2417
STAM	NM_001324283	3769	2476	3411	2874	1872	2143	2204
CUBN	NM_001081	11933	3	5	10	1	4	0
TRDMT1	NM_001321006	12775	334	534	451	185	301	277
TRDMT1	NM_004412	12918	376	586	517	214	334	307
STAM	NM_001324286	3597	2416	3305	2754	1852	2056	2132
STAM	NM_001324284	3958	2707	3713	3079	2026	2309	2419
ST8SIA6	NM_001004470	6994	0	2	6	3	3	0
SLC39A12	NM_152725	2697	4	8	4	0	1	2
NSUN6	NM_001351117	2010	1647	2570	2121	1484	1385	1580
CACNB2	NM_201572	6416	8	7	7	2	9	1
